Chromosome	Begin	End	Orientation	Symbol
1	27322163	27336400	plus	TMEM222
1	27342022	27353932	plus	SYTL1
1	27355184	27366961	minus	MAP3K6
1	27369110	27374824	minus	FCN3
1	27379176	27383333	minus	CD164L2
1	27392622	27395814	plus	GPR3
1	27404230	27490167	minus	WASF2
1	27522487	27530720	plus	LOC105376892
1	27534245	27604227	minus	AHDC1
1	27612064	27635185	minus	FGR
1	27660328	27662722	minus	LINC02574
1	27666064	27672192	minus	IFI6
1	27725961	27763116	plus	FAM76A
1	27773219	27824443	plus	STX12
1	27827811	27831783	minus	LOC124903885
1	27830782	27851676	plus	PPP1R8
1	27834401	27834566	plus	SCARNA1
1	27872544	27886675	plus	THEMIS2
1	27891524	27914797	minus	RPA2
1	27935000	27959152	plus	SMPDL3B
1	27959973	27968093	plus	XKR8
1	27970344	28088610	minus	EYA3
1	28147166	28193856	minus	PTAFR
1	28200278	28233029	minus	DNAJC8
1	28236124	28238100	plus	ATP5IF1
1	28259518	28282491	plus	SESN2
1	28329040	28335965	plus	MED18
1	28369740	28500364	plus	PHACTR4
1	28505943	28510892	plus	SNHG3
1	28506043	28538989	plus	RCC1
1	28507365	28507571	plus	SNORA73A
1	28508558	28508762	plus	SNORA73B
1	28517476	28517575	plus	LOC124904836
1	28553085	28578545	plus	TRNAU1AP
1	28578538	28582983	minus	SNHG12
1	28578743	28578822	minus	SNORD99
1	28579764	28579893	minus	SNORA61
1	28580381	28580512	minus	SNORA44
1	28580920	28581053	minus	SNORA16A
1	28592265	28596666	plus	RAB42
1	28602850	28648269	minus	TAF12
1	28643256	28648801	plus	TAF12-DT
1	28648600	28648734	plus	RNU11
1	28668229	28719353	plus	GMEB1
1	28689665	28689794	plus	LOC124904809
1	28736624	28769775	plus	YTHDF2
1	28812170	28871267	plus	OPRD1
1	28887100	29120041	plus	EPB41
1	28927229	28942646	minus	LOC124903886
1	29119429	29123903	minus	TMEM200B
1	29147743	29181900	minus	SRSF4
1	29167696	29230934	minus	MECR
1	29223753	29224816	plus	LOC124903887
1	29236522	29326800	plus	PTPRU
1	29329620	29350114	minus	LINC01756
1	29442944	29525101	plus	LOC107984933
1	29604580	29689297	plus	LOC107984934
1	30013952	30037612	minus	LINC01648
1	30162973	30199955	minus	LOC105378617
1	30253430	30261188	plus	LOC105378618
1	30708446	30710179	minus	LOC124903888
1	30711277	30723585	minus	MATN1
1	30718772	30726746	plus	MATN1-AS1
1	30732469	30757774	minus	LAPTM5
1	30739156	30739232	minus	MIR4420
1	30743790	30752360	minus	LOC105378620
1	30775079	30782351	minus	LOC105378621
1	30824652	30834284	plus	LINC01778
1	30858180	30860254	plus	LOC400748
1	30869466	30909735	minus	SDC3
1	30931506	31065717	minus	PUM1
1	30935689	30935776	minus	SNORD103A
1	30949118	30949205	minus	SNORD103B
1	30968163	30968237	minus	SNORD103C
1	31100206	31107993	plus	LOC124904579
1	31155046	31156134	plus	LOC107984935
1	31179745	31239887	minus	NKAIN1
1	31259568	31296788	minus	SNRNP40
1	31297032	31364936	plus	ZCCHC17
1	31359588	31373076	minus	FABP3
1	31374299	31377487	plus	LOC124903892
1	31383577	31389830	minus	LOC105378623
1	31409777	31434678	plus	SERINC2
1	31426410	31471476	minus	LOC124903900
1	31445854	31450649	plus	LOC105378625
1	31471118	31482156	plus	LOC105379772
1	31518435	31524245	plus	LINC01226
1	31551535	31566932	plus	LOC124903917
1	31567938	31577897	minus	LOC105378626
1	31576515	31587686	plus	TINAGL1
1	31617689	31634492	plus	HCRTR1
1	31629866	31644876	minus	PEF1
1	31644136	31660169	plus	PEF1-AS1
1	31652263	31704017	minus	COL16A1
1	31669804	31671067	plus	LOC101929444
1	31727117	31764340	minus	ADGRB2
1	31758660	31758735	minus	MIR4254
1	31768703	31769533	minus	LOC124903930
1	31790422	31816022	minus	SPOCD1
1	31906421	31938368	minus	PTP4A2
1	31919563	31919628	minus	LOC128031832
1	32013868	32060850	plus	KHDRBS1
1	32072031	32102863	plus	TMEM39B
1	32086949	32087007	plus	MIR5585
1	32108056	32176563	plus	KPNA6
1	32179675	32198285	plus	TXLNA
1	32196011	32205387	plus	CCDC28B
1	32205671	32208682	plus	IQCC
1	32209089	32216192	plus	DCDC2B
1	32214477	32222353	minus	TMEM234
1	32222407	32236170	plus	EIF3I
1	32247222	32248856	plus	FAM167B
1	32251265	32286165	plus	LCK
1	32292083	32333626	plus	HDAC1
1	32333839	32336233	minus	MARCKSL1
1	32335377	32349099	plus	LOC124903949
1	32343136	32351864	minus	LOC105378629
1	32351602	32361328	plus	LOC124903933
1	32361270	32362485	minus	FAM229A
1	32362539	32364312	plus	TSSK3
1	32364633	32394441	minus	BSDC1
1	32465072	32496686	plus	ZBTB8B
1	32539427	32605941	plus	ZBTB8A
1	32541576	32551626	minus	LOC124903952
1	32608549	32612490	minus	LOC102723870
1	32620820	32650932	minus	ZBTB8OS
1	32651208	32686211	plus	RBBP4
1	32679906	32703593	minus	SYNC
1	32741830	32774970	plus	NHSL3
1	32775239	32817358	minus	YARS1
1	32816562	32858879	plus	S100PBP
1	32862268	32872484	minus	FNDC5
1	32875969	32882725	plus	LOC105378631
1	32885996	32894646	plus	HPCA
1	32894595	32901389	minus	TMEM54
1	32901657	32903200	minus	LOC105378632
1	32929036	32964809	minus	RNF19B
1	32951208	32951809	minus	LOC107984936
1	33007940	33036883	minus	AK2
1	33056504	33058906	plus	LOC124903969
1	33077884	33080996	minus	LOC105378635
1	33081153	33166795	plus	AZIN2
1	33127522	33300719	plus	ZNF362
1	33145399	33182043	minus	TRIM62
1	33306766	33321098	minus	A3GALT2
1	33323626	33431095	minus	PHC2
1	33332393	33332492	minus	MIR3605
1	33350352	33363245	plus	PHC2-AS1
1	33472645	33501643	plus	ZSCAN20
1	33513998	34165842	minus	CSMD2
1	33790991	33805304	plus	LOC124903976
1	33860475	33864791	plus	HMGB4
1	33868956	33885458	plus	CSMD2-AS1
1	34166993	34219131	plus	C1orf94
1	34279848	34295948	plus	LOC105378639
1	34457859	34685319	minus	LOC105378641
1	34669599	34669694	minus	MIR552
1	34710017	34724256	minus	LOC105378642
1	34755047	34758512	plus	GJB5
1	34759740	34762327	plus	GJB4
1	34781214	34786364	plus	GJB3
1	34792999	34795747	plus	GJA4
1	34850362	34859749	minus	SMIM12
1	34865436	34929650	minus	DLGAP3
1	34975699	34978706	minus	GPR199P
1	34981380	34985347	minus	TMEM35B
1	34986165	35031945	minus	ZMYM6
1	35032720	35036970	plus	LOC124903990
1	35059786	35118818	plus	ZMYM1
1	35141469	35146825	minus	LOC105378644
1	35176380	35193145	minus	SFPQ
1	35268709	35422058	plus	ZMYM4
1	35310274	35310425	plus	LOC124900419
1	35358822	35366077	minus	ZMYM4-AS1
1	35433492	35557661	minus	KIAA0319L
1	35557799	35566779	plus	NCDN
1	35569811	35577862	minus	TFAP2E-AS1
1	35573314	35595591	plus	TFAP2E
1	35599541	35641526	minus	PSMB2
1	35665308	35685249	plus	LOC105378646
1	35713877	35718884	minus	C1orf216
1	35720213	35769978	minus	CLSPN
1	35807636	35857890	plus	AGO4
1	35869761	35930532	plus	AGO1
1	35930718	36072500	plus	AGO3
1	36009379	36021661	minus	LOC105378647
1	36084094	36088275	plus	TEKT2
1	36088892	36093932	plus	ADPRS
1	36095239	36125222	minus	COL8A2
1	36136572	36156053	minus	TRAPPC3
1	36156160	36180849	plus	MAP7D1
1	36207637	36305357	plus	THRAP3
1	36306368	36330236	plus	SH3D21
1	36322030	36324154	minus	EVA1B
1	36339628	36385924	minus	STK40
1	36386191	36390738	plus	LOC124904012
1	36393436	36397908	minus	LSM10
1	36401263	36407546	plus	LOC124904013
1	36417906	36450451	minus	OSCP1
1	36418448	36418578	minus	SNORA63C
1	36435799	36449565	plus	LOC107984940
1	36455718	36464384	minus	MRPS15
1	36466043	36483314	minus	CSF3R
1	36676241	36702321	minus	LOC107984941
1	36686708	36694967	minus	LOC105378648
1	36768219	36769725	minus	LOC124904023
1	36795527	37034515	minus	GRIK3
1	37133424	37136144	plus	LOC124904027
1	37161563	37161634	plus	MIR4255
1	37351698	37373807	minus	LOC107984942
1	37454879	37474443	minus	LITATS1
1	37474580	37484377	plus	ZC3H12A
1	37480230	37480289	plus	MIR6732
1	37489993	37514766	minus	MEAF6
1	37500935	37500994	minus	MIR5581
1	37531023	37538736	plus	LOC105378649
1	37534449	37554293	minus	SNIP1
1	37556940	37566857	plus	DNALI1
1	37566816	37595937	minus	GNL2
1	37611350	37634892	minus	RSPO1
1	37681570	37692242	minus	AIRIM
1	37692516	37709719	plus	CDCA8
1	37713880	37765120	minus	EPHA10
1	37750202	37750302	plus	LOC124904835
1	37765729	37767316	minus	LOC105378650
1	37793847	37801133	plus	MANEAL
1	37802945	37808208	minus	YRDC
1	37807790	37809454	plus	C1orf122
1	37809574	37859592	minus	MTF1
1	37860697	37947057	minus	INPP5B
1	37903177	37918656	plus	LOC124904043
1	37932050	37945801	plus	LOC105378651
1	37956975	37990022	minus	SF3A3
1	37996770	38005514	minus	FHL3
1	38012734	38024820	plus	UTP11
1	38043829	38046793	minus	POU3F1
1	38047134	38119530	plus	MIR3659HG
1	38089231	38089329	plus	MIR3659
1	38129915	38141575	minus	LINC02786
1	38141496	38219240	plus	LOC105378654
1	38209034	38214767	minus	LINC01343
1	38300198	38503540	minus	LOC105378657
1	38427583	38442939	minus	LOC107984943
1	38475196	38476484	plus	LINC01685
1	38518250	38532924	plus	LOC105378658
1	38692874	38728555	minus	LOC105378660
1	38838198	38859772	minus	RRAGC
1	38859893	38876226	plus	RRAGC-DT
1	38862490	38881626	minus	GJA9-MYCBP
1	38862490	38873378	minus	MYCBP
1	38874069	38881587	minus	GJA9
1	38885807	38941830	minus	RHBDL2
1	38913540	38919529	plus	LOC105378662
1	38991276	39006059	plus	AKIRIN1
1	39026350	39034615	plus	NDUFS5
1	39038017	39061873	plus	LOC124904088
1	39084167	39487138	plus	MACF1
1	39486956	39491548	minus	LOC124904101
1	39491636	39529869	plus	BMP8A
1	39560816	39576790	minus	PABPC4
1	39565070	39573203	plus	PABPC4-AS1
1	39567374	39567510	minus	SNORA55
1	39623435	39639643	minus	HEYL
1	39651229	39672107	minus	NT5C1A
1	39678648	39691433	minus	HPCAL4
1	39738882	39763914	plus	PPIE
1	39757182	39788865	minus	BMP8B
1	39769523	39771348	minus	OXCT2
1	39779969	39781424	plus	BMP8B-AS1
1	39788976	39790171	plus	LOC101929536
1	39799441	39809435	plus	LOC130932201
1	39801414	39817460	minus	LINC02811
1	39824146	39837955	plus	LOC105378667
1	39838110	39883511	minus	TRIT1
1	39883150	39899098	plus	MYCL-AS1
1	39895428	39901917	minus	MYCL
1	39955145	39969956	plus	MFSD2A
1	40013905	40040446	minus	LOC105378669
1	40040240	40072648	plus	CAP1
1	40071461	40097252	minus	PPT1
1	40147701	40161278	minus	LOC105378671
1	40161387	40240921	plus	RLF
1	40247937	40251684	plus	TMCO2
1	40258236	40294180	plus	ZMPSTE24
1	40300489	40317286	minus	COL9A2
1	40344834	40423326	plus	SMAP2
1	40450064	40463715	plus	ZFP69B
1	40477290	40496343	plus	ZFP69
1	40491025	40508695	minus	EXO5-DT
1	40508767	40516038	plus	EXO5
1	40530578	40531546	minus	LOC124904149
1	40531637	40548167	plus	ZNF684
1	40563189	40568566	plus	LOC105378673
1	40620680	40692066	minus	RIMS3
1	40658033	40667676	plus	LOC105378675
1	40689080	40692261	minus	NFYC-AS1
1	40691704	40771603	plus	NFYC
1	40754355	40754446	plus	MIR30E
1	40757284	40757372	plus	MIR30C1
1	40783787	40840452	plus	KCNQ4
1	40848097	40857494	minus	LOC105378676
1	40861054	40862363	minus	CITED4
1	40862384	40866931	plus	LOC124904157
1	40979696	41012565	plus	CTPS1
1	41014590	41043890	plus	SLFNL1-AS1
1	41015597	41021725	minus	SLFNL1
1	41027202	41242306	minus	SCMH1
1	41242358	41264558	plus	SCMH1-DT
1	41302918	41305943	minus	LOC124904158
1	41322850	41334597	plus	LOC124904159
1	41361434	41383590	plus	FOXO6
1	41375004	41375669	minus	FOXO6-AS1
1	41426381	41464989	plus	LOC105378678
1	41478775	41484683	minus	EDN2
1	41506365	42035934	minus	HIVEP3
1	41628749	41628816	minus	LOC128125817
1	41981532	41997018	plus	LOC124904160
1	42045223	42051778	plus	LOC124904161
1	42153410	42155820	plus	GUCA2B
1	42162690	42164745	minus	GUCA2A
1	42176548	42335880	minus	FOXJ3
1	42380792	42424232	plus	RIMKLA
1	42430329	42456022	minus	ZMYND12
1	42456107	42657190	plus	CCDC30
1	42456341	42473417	plus	PPCS
1	42570821	42675806	minus	LOC124904162
1	42658423	42681654	plus	PPIH
1	42682418	42703805	plus	YBX1
1	42733093	42740236	minus	CLDN19
1	42746374	42767028	minus	P3H1
1	42767249	42779491	plus	C1orf50
1	42775813	42784895	minus	TMEM269-DT
1	42784991	42800827	plus	TMEM269
1	42788321	42793669	minus	LOC107984946
1	42807052	42817397	minus	SVBP
1	42817122	42844991	plus	ERMAP
1	42831900	42837659	minus	LOC124904163
1	42841895	42846414	minus	ZNF691-DT
1	42846613	42852477	plus	ZNF691
1	42857622	42888792	plus	LOC339539
1	42925353	42958868	minus	SLC2A1
1	42959049	42983358	plus	SLC2A1-DT
1	43142962	43156396	plus	CFAP144
1	43164174	43172570	minus	EBNA1BP2
1	43171652	43171712	minus	MIR6733
1	43172330	43254358	plus	CFAP57
1	43181682	43250594	minus	LOC105378685
1	43237346	43247877	minus	LOC124904164
1	43269983	43274002	plus	TMEM125
1	43281877	43285857	minus	C1orf210
1	43300982	43323108	plus	TIE1
1	43337818	43354466	plus	MPL
1	43354684	43358673	minus	CDC20-DT
1	43358981	43363203	plus	CDC20
1	43363401	43368011	minus	ELOVL1
1	43364648	43364715	minus	MIR6734
1	43368212	43379199	plus	LOC112268225
1	43383917	43389800	minus	MED8
1	43385049	43385726	plus	MED8-AS1
1	43389899	43454247	plus	SZT2
1	43447776	43448644	minus	SZT2-AS1
1	43448539	43448611	plus	MIR6735
1	43450607	43453931	minus	HYI
1	43453927	43456999	plus	HYI-AS1
1	43522051	43623666	plus	PTPRF
1	43650149	43705518	plus	KDM4A
1	43663630	43667832	minus	LOC124904165
1	43699724	43707341	minus	KDM4A-AS1
1	43707536	43931159	plus	ST3GAL3
1	43709392	43727343	minus	ST3GAL3-AS1
1	43771590	43774240	plus	LOC124904166
1	43838622	43838683	plus	MIR6079
1	43933801	43937240	plus	ARTN
1	43937896	43940541	minus	LINC02918
1	43944355	43946599	minus	LOC101929609
1	43946950	43968022	plus	IPO13
1	43970010	43973369	plus	DPH2
1	43973365	43974865	minus	LOC124904167
1	43974960	43978295	plus	ATP6V0B
1	43979210	43991171	plus	B4GALT2
1	43991599	43996528	plus	CCDC24
1	43996483	44031462	minus	SLC6A9
1	44030414	44040436	plus	LOC107984948
1	44032543	44035774	minus	LOC124904168
1	44043927	44135140	plus	KLF17
1	44044803	44075089	minus	LOC124904169
1	44137821	44141631	minus	KLF18
1	44172749	44174625	minus	LOC124904170
1	44213471	44220673	plus	DMAP1
1	44221070	44355279	minus	ERI3
1	44222595	44244283	minus	ERI3-IT1
1	44252344	44252559	minus	SNORA110
1	44404783	44651724	plus	RNF220
1	44545493	44545552	plus	MIR5584
1	44635238	44649666	minus	LOC107984950
1	44653247	44674481	minus	TMEM53
1	44670957	44671056	minus	SNORD145
1	44674714	44725591	plus	ARMH1
1	44688314	44724828	minus	LOC105378690
1	44721786	44721901	minus	RNU5F-1
1	44731069	44731168	minus	RNU5D-1
1	44739837	44767767	plus	KIF2C
1	44762035	44762107	plus	SNORD160
1	44775540	44778779	plus	RPS8
1	44775865	44775938	plus	SNORD55
1	44776492	44776589	plus	SNORD46
1	44777842	44777912	plus	SNORD38A
1	44778390	44778458	plus	SNORD38B
1	44781840	44792828	minus	BEST4
1	44800377	44805990	plus	PLK3
1	44805893	44807351	minus	DYNLT4
1	44808523	44815585	plus	BTBD19
1	44819845	44843253	minus	PTCH2
1	44820479	44821994	plus	LOC107984952
1	44850522	44986595	minus	EIF2B3
1	45002548	45011324	minus	HECTD3
1	45012254	45015575	plus	UROD
1	45016399	45206605	minus	ZSWIM5
1	45295812	45303746	minus	LOC105378691
1	45303910	45305619	plus	LINC01144
1	45326895	45328710	plus	HPDL
1	45329242	45340440	minus	MUTYH
1	45340170	45343973	plus	TOE1
1	45343883	45491163	minus	TESK2
1	45493866	45500073	minus	CCDC163
1	45500300	45513382	plus	MMACHC
1	45511051	45522890	minus	PRDX1
1	45550826	45570049	plus	AKR1A1
1	45584041	45618893	plus	NASP
1	45620044	45624054	minus	CCDC17
1	45627304	45688110	minus	GPBP1L1
1	45688181	45694436	plus	TMEM69
1	45694324	45750653	minus	IPP
1	45750949	45760837	plus	LOC105378693
1	45803612	46036122	plus	MAST2
1	45867884	45909234	minus	LOC105378694
1	46040140	46176488	minus	P3R3URF-PIK3R3
1	46040140	46174901	minus	PIK3R3
1	46052229	46053929	plus	LOC124904171
1	46133371	46139081	plus	LOC101929626
1	46175087	46196489	plus	TSPAN1
1	46175486	46176488	minus	P3R3URF
1	46188683	46220305	minus	POMGNT1
1	46203334	46221256	plus	LURAP1
1	46247688	46278473	plus	RAD54L
1	46277462	46303616	minus	LRRC41
1	46303698	46316776	plus	UQCRH
1	46340807	46385199	plus	NSUN4
1	46394317	46413845	plus	FAAH
1	46446673	46449704	minus	LINC01398
1	46489836	46516216	plus	DMBX1
1	46532166	46535515	minus	TMEM275
1	46538696	46570255	plus	MKNK1-AS1
1	46545641	46551647	minus	KNCN
1	46557407	46604268	minus	MKNK1
1	46607719	46616811	minus	MOB3C
1	46621695	46625821	minus	LOC105378697
1	46632737	46668557	minus	ATPAF1
1	46668886	46673594	plus	TEX38
1	46674036	46692098	plus	EFCAB14-AS1
1	46675159	46719114	minus	EFCAB14
1	46685083	46686777	minus	LOC105378698
1	46764978	46772172	plus	LOC105378699
1	46799046	46819413	plus	CYP4B1
1	46929188	46941476	minus	CYP4A11
1	46961364	47055432	plus	CYP4X1
1	47018994	47022263	minus	LOC124904172
1	47055525	47118318	plus	CYP4Z1
1	47095540	47179623	minus	CYP4A22-AS1
1	47137441	47149727	plus	CYP4A22
1	47179250	47180339	plus	LINC00853
1	47183582	47190036	minus	PDZK1IP1
1	47216290	47232335	minus	TAL1
1	47250139	47314896	minus	STIL
1	47333790	47378839	plus	CMPK1
1	47380796	47437317	minus	LINC01389
1	47416285	47418052	plus	FOXE3
1	47432133	47434641	minus	FOXD2-AS1
1	47438044	47440691	plus	FOXD2
1	47506224	47507867	minus	LOC124904173
1	47688498	47704025	plus	LINC01738
1	47690521	47694428	minus	LOC124904174
1	47760528	47997385	minus	TRABD2B
1	48049771	48181386	plus	LINC02794
1	48222716	48248638	plus	SLC5A9
1	48261389	48472204	minus	SPATA6
1	48470370	48482612	plus	LOC124904175
1	48522511	50023954	minus	AGBL4
1	48727519	48776891	minus	BEND5
1	49025595	49050107	plus	LOC105378706
1	49257411	49269294	plus	AGBL4-AS1
1	49374201	49472085	minus	AGBL4-IT1
1	49492203	49517561	plus	LOC107984954
1	50024021	50041215	plus	LOC105378708
1	50048055	50203772	plus	ELAVL4
1	50060892	50063659	minus	LOC105378709
1	50173674	50175870	minus	ELAVL4-AS1
1	50206084	50258756	minus	LOC105378711
1	50257640	50258202	plus	LOC105378710
1	50265932	50321124	minus	LINC02808
1	50417550	50423443	minus	DMRTA2
1	50423546	50424872	plus	LOC105378714
1	50437028	50960267	minus	FAF1
1	50441488	50471156	plus	FAF1-AS1
1	50750296	50750398	plus	LOC124904727
1	50960745	50974634	plus	CDKN2C
1	51059837	51059905	plus	MIR4421
1	51060018	51060103	plus	MIR6500
1	51102228	51152282	plus	C1orf185
1	51195095	51235096	minus	LINC01562
1	51231253	51231356	minus	LOC124904818
1	51236273	51273447	plus	RNF11
1	51287258	51345116	minus	TTC39A
1	51294506	51301216	plus	LOC124904177
1	51329654	51331281	plus	TTC39A-AS1
1	51354263	51519266	minus	EPS15
1	51518272	51789219	plus	OSBPL9
1	51518272	51579310	plus	EPS15-AS1
1	51610983	51622544	minus	LOC105378719
1	51724775	51724896	minus	LOC124900447
1	51789210	51878727	minus	NRDC
1	51836344	51836402	minus	MIR761
1	51907956	51990700	minus	RAB3B
1	52020131	52056171	minus	TXNDC12
1	52032103	52033810	minus	KTI12
1	52050918	52052683	plus	TXNDC12-AS1
1	52056295	52090716	plus	BTF3L4
1	52139719	52160778	plus	LOC107984956
1	52142089	52346634	plus	ZFYVE9
1	52350597	52366205	minus	CC2D1B
1	52372829	52409503	minus	ORC1
1	52404602	52420836	plus	PRPF38A
1	52423275	52553463	minus	TUT4
1	52531382	52552837	plus	LOC105378723
1	52602371	52609051	plus	GPX7
1	52628721	52633455	minus	LOC124904178
1	52632788	52669683	plus	SHISAL2A
1	52684449	52698347	minus	COA7
1	52726453	52827336	plus	ZYG11B
1	52842760	52894998	plus	ZYG11A
1	52895910	52921774	minus	ECHDC2
1	52927276	53051698	plus	SCP2
1	53062213	53085494	plus	PODN
1	53087183	53142638	minus	SLC1A7
1	53114829	53118621	plus	LOC105379783
1	53180443	53191428	plus	LOC105378724
1	53196824	53214197	plus	CPT2
1	53214099	53220634	minus	CZIB
1	53220360	53224258	plus	CZIB-DT
1	53226900	53238518	minus	MAGOH
1	53238610	53242783	plus	MAGOH-DT
1	53242364	53328070	minus	LRP8
1	53250892	53270840	plus	LOC105378728
1	53290512	53309456	plus	LOC105378726
1	53328233	53336509	plus	LRP8-DT
1	53332230	53346230	minus	LOC105378731
1	53363854	53368149	minus	LINC02812
1	53439636	53445392	plus	LOC105378733
1	53459399	53467488	plus	DMRTB1
1	53506239	53739164	minus	GLIS1
1	53758269	53762021	minus	LOC124904179
1	53765478	53838296	minus	NDC1
1	53771018	53771153	minus	LOC124900439
1	53851733	53889797	minus	YIPF1
1	53894187	53911086	plus	DIO1
1	53896557	53906698	minus	LOC124904180
1	53911576	53946305	minus	IFT25
1	53918427	53921583	plus	LOC124904181
1	53946350	53968168	plus	LRRC42
1	54007298	54018186	minus	LDLRAD1
1	54026681	54053573	minus	TMEM59
1	54053608	54112520	plus	TCEANC2
1	54054079	54054154	plus	MIR4781
1	54132687	54153000	minus	CDCP2
1	54169651	54200030	minus	CYB5RL
1	54200167	54225489	plus	MRPL37
1	54225432	54413490	minus	SSBP3
1	54236443	54239063	plus	SSBP3-AS1
1	54514429	54517383	plus	LOC105378735
1	54516336	54528777	minus	LINC02784
1	54548228	54639192	plus	ACOT11
1	54609181	54623525	minus	FAM151A
1	54641740	54742657	plus	MROH7-TTC4
1	54641786	54710266	plus	MROH7
1	54715861	54742657	plus	TTC4
1	54756898	54764523	minus	PARS2
1	54779712	54801323	minus	TTC22
1	54790735	54794908	plus	LOC124904182
1	54806063	54842252	plus	CIMAP2
1	54834415	54837262	minus	LOC124904183
1	54849627	54887195	minus	DHCR24
1	54887511	54890269	plus	DHCR24-DT
1	54901165	54974042	plus	LOC124904184
1	54957869	54957941	minus	TRK-CTT7-1
1	54975195	54980460	minus	LOC105378736
1	54980628	54992288	plus	TMEM61
1	54998933	55017172	plus	BSND
1	55039548	55064852	plus	PCSK9
1	55066359	55215364	minus	USP24
1	55215408	55217455	plus	LOC100507634
1	55217861	55234177	plus	MIR4422HG
1	55225641	55225723	plus	MIR4422
1	55783661	55854927	minus	LOC105378740
1	55915609	55944963	minus	LINC01753
1	55945087	55950119	plus	LINC01755
1	55961069	56059159	plus	LOC105378737
1	56050979	56125489	minus	LOC105378741
1	56059178	56070515	plus	LOC124904591
1	56154657	56158381	minus	LOC124904188
1	56163512	56172547	minus	LOC124904187
1	56194127	56199803	plus	LOC124904190
1	56233492	56332316	minus	LOC124904186
1	56410167	56484335	minus	LOC124904185
1	56414963	56415966	plus	LINC01767
1	56444371	56445735	plus	LOC124904189
1	56494761	56579563	minus	PLPP3
1	56627791	56645318	minus	LOC101929935
1	56645314	56715335	plus	PRKAA2
1	56718789	56826914	minus	FYB2
1	56854797	56918223	plus	C8A
